,idx,answer,predict,acc,dataset
10746,3112-history-of-Kazakhstan,A,C,0,Kazakhstan
10747,3113-history-of-Kazakhstan,A,C,0,Kazakhstan
10748,3114-history-of-Kazakhstan,A,C,0,Kazakhstan
10749,3115-history-of-Kazakhstan,A,C,0,Kazakhstan
10750,3116-history-of-Kazakhstan,A,C,0,Kazakhstan
10751,3117-history-of-Kazakhstan,A,A,1,Kazakhstan
10752,3118-history-of-Kazakhstan,A,D,0,Kazakhstan
10753,3119-history-of-Kazakhstan,A,D,0,Kazakhstan
10754,3120-history-of-Kazakhstan,A,D,0,Kazakhstan
10755,3121-history-of-Kazakhstan,A,D,0,Kazakhstan
10756,3122-history-of-Kazakhstan,A,D,0,Kazakhstan
10757,3123-history-of-Kazakhstan,A,C,0,Kazakhstan
10758,3124-history-of-Kazakhstan,A,C,0,Kazakhstan
10759,3125-history-of-Kazakhstan,A,D,0,Kazakhstan
10760,3126-history-of-Kazakhstan,A,D,0,Kazakhstan
10761,3127-history-of-Kazakhstan,A,C,0,Kazakhstan
10762,3128-history-of-Kazakhstan,A,C,0,Kazakhstan
10763,3129-history-of-Kazakhstan,A,D,0,Kazakhstan
10764,3130-history-of-Kazakhstan,A,D,0,Kazakhstan
10765,3131-history-of-Kazakhstan,A,D,0,Kazakhstan
10766,3132-history-of-Kazakhstan,A,D,0,Kazakhstan
10767,3133-history-of-Kazakhstan,A,C,0,Kazakhstan
10768,3134-history-of-Kazakhstan,A,A,1,Kazakhstan
10769,3135-history-of-Kazakhstan,A,C,0,Kazakhstan
10770,3136-history-of-Kazakhstan,A,C,0,Kazakhstan
10771,3137-history-of-Kazakhstan,A,D,0,Kazakhstan
10772,3138-history-of-Kazakhstan,A,D,0,Kazakhstan
10773,3139-history-of-Kazakhstan,A,D,0,Kazakhstan
10774,3140-history-of-Kazakhstan,A,C,0,Kazakhstan
10775,3141-history-of-Kazakhstan,A,D,0,Kazakhstan
10776,3142-history-of-Kazakhstan,A,D,0,Kazakhstan
10777,3143-history-of-Kazakhstan,A,D,0,Kazakhstan
10778,3144-history-of-Kazakhstan,A,D,0,Kazakhstan
10779,3145-history-of-Kazakhstan,A,C,0,Kazakhstan
10780,3146-history-of-Kazakhstan,A,D,0,Kazakhstan
10781,3147-history-of-Kazakhstan,A,A,1,Kazakhstan
10782,3148-history-of-Kazakhstan,A,C,0,Kazakhstan
10783,3149-history-of-Kazakhstan,A,D,0,Kazakhstan
10784,3150-history-of-Kazakhstan,A,D,0,Kazakhstan
10785,3151-history-of-Kazakhstan,A,C,0,Kazakhstan
10786,3152-history-of-Kazakhstan,A,C,0,Kazakhstan
10787,3153-history-of-Kazakhstan,A,C,0,Kazakhstan
10788,3154-history-of-Kazakhstan,A,C,0,Kazakhstan
10789,3155-history-of-Kazakhstan,A,C,0,Kazakhstan
10790,3156-history-of-Kazakhstan,A,A,1,Kazakhstan
10791,3157-history-of-Kazakhstan,A,C,0,Kazakhstan
10792,3158-history-of-Kazakhstan,A,D,0,Kazakhstan
10793,3159-history-of-Kazakhstan,A,D,0,Kazakhstan
10794,3160-history-of-Kazakhstan,A,D,0,Kazakhstan
10795,3161-history-of-Kazakhstan,A,D,0,Kazakhstan
10796,3162-history-of-Kazakhstan,A,C,0,Kazakhstan
10797,3163-history-of-Kazakhstan,A,D,0,Kazakhstan
10798,3164-history-of-Kazakhstan,A,D,0,Kazakhstan
10799,3165-history-of-Kazakhstan,A,D,0,Kazakhstan
10800,3166-history-of-Kazakhstan,A,D,0,Kazakhstan
10801,3167-history-of-Kazakhstan,A,D,0,Kazakhstan
10802,3168-history-of-Kazakhstan,A,D,0,Kazakhstan
10803,3169-history-of-Kazakhstan,A,D,0,Kazakhstan
10804,3170-history-of-Kazakhstan,A,D,0,Kazakhstan
10805,3171-history-of-Kazakhstan,A,C,0,Kazakhstan
10806,3172-history-of-Kazakhstan,A,D,0,Kazakhstan
10807,3173-history-of-Kazakhstan,A,A,1,Kazakhstan
10808,3174-history-of-Kazakhstan,A,C,0,Kazakhstan
10809,3175-history-of-Kazakhstan,A,C,0,Kazakhstan
10810,3176-history-of-Kazakhstan,A,C,0,Kazakhstan
10811,3177-history-of-Kazakhstan,A,D,0,Kazakhstan
10812,3178-history-of-Kazakhstan,A,D,0,Kazakhstan
10813,3179-history-of-Kazakhstan,A,C,0,Kazakhstan
10814,3180-history-of-Kazakhstan,A,D,0,Kazakhstan
10815,3181-history-of-Kazakhstan,A,D,0,Kazakhstan
10816,3182-history-of-Kazakhstan,A,D,0,Kazakhstan
10817,3183-history-of-Kazakhstan,A,D,0,Kazakhstan
10818,3184-history-of-Kazakhstan,A,C,0,Kazakhstan
10819,3185-history-of-Kazakhstan,A,D,0,Kazakhstan
10820,3186-history-of-Kazakhstan,A,D,0,Kazakhstan
10821,3187-history-of-Kazakhstan,A,C,0,Kazakhstan
10822,3188-history-of-Kazakhstan,A,C,0,Kazakhstan
10823,3189-history-of-Kazakhstan,A,C,0,Kazakhstan
10824,3190-history-of-Kazakhstan,A,D,0,Kazakhstan
10825,3191-history-of-Kazakhstan,A,D,0,Kazakhstan
10826,3192-history-of-Kazakhstan,A,A,1,Kazakhstan
10827,3193-history-of-Kazakhstan,A,C,0,Kazakhstan
10828,3194-history-of-Kazakhstan,A,C,0,Kazakhstan
10829,3195-history-of-Kazakhstan,A,D,0,Kazakhstan
10830,3196-history-of-Kazakhstan,A,D,0,Kazakhstan
10831,3197-history-of-Kazakhstan,A,D,0,Kazakhstan
10832,3198-history-of-Kazakhstan,A,D,0,Kazakhstan
10833,3199-history-of-Kazakhstan,A,D,0,Kazakhstan
10834,3200-history-of-Kazakhstan,A,A,1,Kazakhstan
10835,3201-history-of-Kazakhstan,A,C,0,Kazakhstan
10836,3202-history-of-Kazakhstan,A,D,0,Kazakhstan
10837,3203-history-of-Kazakhstan,A,D,0,Kazakhstan
10838,3204-history-of-Kazakhstan,A,D,0,Kazakhstan
10839,3205-history-of-Kazakhstan,A,D,0,Kazakhstan
10840,3206-history-of-Kazakhstan,A,D,0,Kazakhstan
10841,3207-history-of-Kazakhstan,A,D,0,Kazakhstan
10842,3208-history-of-Kazakhstan,A,D,0,Kazakhstan
10843,3209-history-of-Kazakhstan,A,D,0,Kazakhstan
10844,3210-history-of-Kazakhstan,A,C,0,Kazakhstan
10845,3211-history-of-Kazakhstan,A,C,0,Kazakhstan
10846,3212-history-of-Kazakhstan,A,A,1,Kazakhstan
10847,3213-history-of-Kazakhstan,A,D,0,Kazakhstan
10848,3214-history-of-Kazakhstan,A,A,1,Kazakhstan
10849,3215-history-of-Kazakhstan,A,D,0,Kazakhstan
10850,3216-history-of-Kazakhstan,A,D,0,Kazakhstan
10851,3217-history-of-Kazakhstan,A,D,0,Kazakhstan
10852,3218-history-of-Kazakhstan,A,C,0,Kazakhstan
10853,3219-history-of-Kazakhstan,A,C,0,Kazakhstan
10854,3220-history-of-Kazakhstan,A,C,0,Kazakhstan
10855,3221-history-of-Kazakhstan,A,D,0,Kazakhstan
10856,3222-history-of-Kazakhstan,A,D,0,Kazakhstan
10857,3223-history-of-Kazakhstan,A,D,0,Kazakhstan
10858,3224-history-of-Kazakhstan,A,D,0,Kazakhstan
10859,3225-history-of-Kazakhstan,A,C,0,Kazakhstan
10860,3226-history-of-Kazakhstan,A,C,0,Kazakhstan
10861,3227-history-of-Kazakhstan,A,A,1,Kazakhstan
10862,3228-history-of-Kazakhstan,A,A,1,Kazakhstan
10863,3229-history-of-Kazakhstan,A,C,0,Kazakhstan
10864,3230-history-of-Kazakhstan,A,D,0,Kazakhstan
10865,3231-history-of-Kazakhstan,A,D,0,Kazakhstan
10866,3232-history-of-Kazakhstan,A,D,0,Kazakhstan
10867,3233-history-of-Kazakhstan,A,C,0,Kazakhstan
10868,3234-history-of-Kazakhstan,A,D,0,Kazakhstan
10869,3235-history-of-Kazakhstan,A,B,0,Kazakhstan
10870,3236-history-of-Kazakhstan,A,D,0,Kazakhstan
10871,3237-history-of-Kazakhstan,A,D,0,Kazakhstan
10872,3238-history-of-Kazakhstan,A,D,0,Kazakhstan
10873,3239-history-of-Kazakhstan,A,D,0,Kazakhstan
10874,3240-history-of-Kazakhstan,A,D,0,Kazakhstan
10875,3241-history-of-Kazakhstan,A,D,0,Kazakhstan
10876,3242-history-of-Kazakhstan,A,D,0,Kazakhstan
10877,3243-history-of-Kazakhstan,A,C,0,Kazakhstan
10878,3244-history-of-Kazakhstan,A,D,0,Kazakhstan
10879,3245-history-of-Kazakhstan,A,C,0,Kazakhstan
10880,3246-history-of-Kazakhstan,A,C,0,Kazakhstan
10881,3247-history-of-Kazakhstan,A,D,0,Kazakhstan
10882,3248-history-of-Kazakhstan,A,A,1,Kazakhstan
10883,3249-history-of-Kazakhstan,A,D,0,Kazakhstan
10884,3250-history-of-Kazakhstan,A,C,0,Kazakhstan
10885,3251-history-of-Kazakhstan,A,A,1,Kazakhstan
10886,3252-history-of-Kazakhstan,A,C,0,Kazakhstan
10887,3253-history-of-Kazakhstan,A,D,0,Kazakhstan
10888,3254-history-of-Kazakhstan,A,D,0,Kazakhstan
10889,3255-history-of-Kazakhstan,A,D,0,Kazakhstan
10890,3256-history-of-Kazakhstan,A,C,0,Kazakhstan
10891,3257-history-of-Kazakhstan,A,C,0,Kazakhstan
10892,3258-history-of-Kazakhstan,A,D,0,Kazakhstan
10893,3259-history-of-Kazakhstan,A,A,1,Kazakhstan
10894,0-english,C,G,0,english
10895,1-english,C,D,0,english
10896,2-english,E,D,0,english
10897,3-english,B,D,0,english
10898,4-english,B,D,0,english
10899,5-english,C,B,0,english
10900,6-english,D,D,1,english
10901,7-english,A,D,0,english
10902,8-english,B,C,0,english
10903,9-english,D,D,1,english
10904,10-english,B,D,0,english
10905,11-english,E,C,0,english
10906,12-english,B,D,0,english
10907,13-english,C,D,0,english
10908,14-english,B,D,0,english
10909,15-english,D,D,1,english
10910,16-english,D,D,1,english
10911,17-english,A,D,0,english
10912,18-english,E,A,0,english
10913,19-english,B,D,0,english
10914,20-english,A,D,0,english
10915,21-english,C,D,0,english
10916,22-english,C,D,0,english
10917,23-english,D,D,1,english
10918,24-english,B,C,0,english
10919,25-english,E,D,0,english
10920,26-english,A,H,0,english
10921,27-english,B,D,0,english
10922,28-english,D,A,0,english
10923,29-english,B,C,0,english
10924,30-english,D,D,1,english
10925,31-english,B,D,0,english
10926,32-english,C,D,0,english
10927,33-english,B,D,0,english
10928,34-english,B,D,0,english
10929,35-english,B,D,0,english
10930,36-english,B,A,0,english
10931,37-english,B,D,0,english
10932,38-english,B,D,0,english
10933,39-english,B,D,0,english
10934,40-english,C,D,0,english
10935,41-english,D,D,1,english
10936,42-english,D,D,1,english
10937,43-english,D,D,1,english
10938,44-english,A,H,0,english
10939,45-english,E,D,0,english
10940,46-english,D,D,1,english
10941,47-english,C,D,0,english
10942,48-english,E,D,0,english
10943,49-english,E,C,0,english
10944,50-english,B,H,0,english
10945,51-english,E,D,0,english
10946,52-english,A,D,0,english
10947,53-english,D,D,1,english
10948,54-english,C,H,0,english
10949,55-english,A,D,0,english
10950,56-english,D,D,1,english
10951,57-english,A,D,0,english
10952,58-english,B,H,0,english
10953,59-english,C,D,0,english
10954,60-english,B,H,0,english
10955,61-english,A,D,0,english
10956,62-english,B,D,0,english
10957,63-english,E,C,0,english
10958,64-english,C,D,0,english
10959,65-english,E,D,0,english
10960,66-english,D,H,0,english
10961,67-english,B,D,0,english
10962,68-english,E,H,0,english
10963,69-english,C,D,0,english
10964,70-english,E,D,0,english
10965,71-english,E,D,0,english
10966,72-english,E,D,0,english
10967,73-english,C,D,0,english
10968,74-english,A,A,1,english
10969,75-english,E,A,0,english
10970,76-english,D,D,1,english
10971,77-english,E,D,0,english
10972,78-english,D,D,1,english
10973,79-english,E,D,0,english
10974,80-english,B,D,0,english
10975,81-english,D,D,1,english
10976,82-english,E,D,0,english
10977,83-english,D,A,0,english
10978,84-english,D,B,0,english
10979,85-english,E,H,0,english
10980,86-english,C,D,0,english
10981,87-english,B,D,0,english
10982,88-english,B,D,0,english
10983,89-english,C,D,0,english
10984,90-english,A,D,0,english
10985,91-english,D,H,0,english
10986,92-english,D,D,1,english
10987,93-english,B,D,0,english
10988,94-english,C,B,0,english
10989,95-english,A,D,0,english
10990,96-english,E,D,0,english
10991,97-english,E,D,0,english
10992,98-english,B,D,0,english
10993,99-english,D,D,1,english
10994,100-english,B,D,0,english
10995,101-english,E,D,0,english
10996,102-english,D,D,1,english
10997,103-english,E,D,0,english
10998,104-english,C,D,0,english
10999,105-english,E,D,0,english
11000,106-english,B,D,0,english
11001,107-english,D,D,1,english
11002,108-english,B,D,0,english
11003,109-english,B,C,0,english
11004,110-english,C,D,0,english
11005,111-english,B,D,0,english
11006,112-english,E,C,0,english
11007,113-english,D,D,1,english
11008,114-english,B,H,0,english
11009,115-english,E,D,0,english
11010,116-english,C,D,0,english
11011,117-english,C,D,0,english
11012,118-english,E,D,0,english
11013,119-english,C,D,0,english
11014,120-english,B,D,0,english
11015,121-english,B,D,0,english
11016,122-english,E,D,0,english
11017,123-english,E,D,0,english
11018,124-english,B,D,0,english
11019,125-english,C,D,0,english
11020,126-english,A,D,0,english
11021,127-english,D,H,0,english
11022,128-english,B,D,0,english
11023,129-english,D,D,1,english
11024,130-english,B,A,0,english
11025,131-english,D,D,1,english
11026,132-english,A,A,1,english
11027,133-english,D,D,1,english
11028,134-english,C,H,0,english
11029,135-english,B,D,0,english
11030,136-english,E,D,0,english
11031,137-english,A,D,0,english
11032,138-english,D,D,1,english
11033,139-english,B,D,0,english
11034,140-english,E,D,0,english
11035,141-english,C,A,0,english
11036,142-english,E,D,0,english
11037,143-english,B,F,0,english
11038,144-english,E,D,0,english
11039,145-english,C,D,0,english
11040,146-english,A,D,0,english
11041,147-english,A,D,0,english
11042,148-english,A,D,0,english
11043,149-english,B,D,0,english
11044,150-english,A,D,0,english
11045,151-english,D,D,1,english
11046,152-english,C,D,0,english
11047,153-english,B,C,0,english
11048,154-english,B,D,0,english
11049,155-english,A,D,0,english
11050,156-english,C,D,0,english
11051,157-english,D,D,1,english
11052,158-english,B,D,0,english
11053,159-english,D,D,1,english
11054,160-english,B,D,0,english
11055,161-english,B,D,0,english
11056,162-english,E,D,0,english
11057,163-english,B,D,0,english
11058,164-english,B,D,0,english
11059,165-english,C,D,0,english
11060,166-english,B,D,0,english
11061,167-english,C,D,0,english
11062,168-english,E,A,0,english
11063,169-english,C,D,0,english
11064,170-english,C,H,0,english
11065,171-english,C,H,0,english
11066,172-english,D,H,0,english
11067,173-english,D,H,0,english
11068,174-english,D,D,1,english
11069,175-english,D,D,1,english
11070,176-english,A,D,0,english
11071,177-english,D,D,1,english
11072,178-english,B,D,0,english
11073,179-english,A,D,0,english
11074,180-english,D,D,1,english
11075,181-english,E,D,0,english
11076,182-english,A,D,0,english
11077,183-english,A,C,0,english
11078,184-english,B,A,0,english
11079,185-english,D,F,0,english
11080,186-english,D,C,0,english
11081,187-english,B,D,0,english
11082,188-english,E,D,0,english
11083,189-english,E,D,0,english
11084,190-english,A,D,0,english
11085,191-english,B,D,0,english
11086,192-english,A,D,0,english
11087,193-english,A,D,0,english
11088,194-english,B,D,0,english
11089,195-english,E,H,0,english
11090,196-english,A,D,0,english
11091,197-english,C,D,0,english
11092,198-english,C,D,0,english
11093,199-english,B,D,0,english
11094,200-english,E,D,0,english
11095,201-english,D,D,1,english
11096,202-english,B,D,0,english
11097,203-english,A,D,0,english
11098,204-english,E,H,0,english
11099,205-english,E,D,0,english
11100,206-english,B,D,0,english
11101,207-english,C,C,1,english
11102,208-english,E,D,0,english
11103,209-english,A,D,0,english
11104,210-english,D,D,1,english
11105,211-english,E,A,0,english
11106,212-english,A,D,0,english
11107,213-english,C,D,0,english
11108,214-english,D,D,1,english
11109,215-english,E,D,0,english
11110,216-english,B,D,0,english
11111,217-english,A,A,1,english
11112,218-english,C,D,0,english
11113,219-english,D,D,1,english
11114,220-english,C,D,0,english
11115,221-english,D,D,1,english
11116,222-english,B,A,0,english
11117,223-english,C,D,0,english
11118,224-english,C,D,0,english
11119,225-english,B,D,0,english
11120,226-english,B,D,0,english
11121,227-english,C,D,0,english
11122,228-english,E,D,0,english
11123,229-english,A,D,0,english
11124,230-english,B,D,0,english
11125,231-english,B,D,0,english
11126,232-english,D,C,0,english
11127,233-english,B,C,0,english
11128,234-english,B,A,0,english
11129,235-english,A,C,0,english
11130,236-english,B,D,0,english
11131,237-english,D,D,1,english
11132,238-english,C,C,1,english
11133,239-english,B,C,0,english
11134,240-english,B,D,0,english
11135,241-english,B,D,0,english
11136,242-english,E,C,0,english
11137,243-english,D,D,1,english
11138,244-english,C,D,0,english
11139,245-english,A,A,1,english
11140,246-english,D,D,1,english
11141,247-english,D,D,1,english
11142,248-english,D,D,1,english
11143,249-english,A,H,0,english
11144,250-english,D,D,1,english
11145,251-english,D,D,1,english
11146,252-english,A,D,0,english
11147,253-english,B,B,1,english
11148,254-english,C,D,0,english
11149,255-english,A,D,0,english
11150,256-english,C,H,0,english
11151,257-english,D,D,1,english
11152,258-english,B,D,0,english
11153,259-english,C,D,0,english
11154,260-english,A,D,0,english
11155,261-english,C,D,0,english
11156,262-english,E,D,0,english
11157,263-english,E,D,0,english
11158,264-english,E,D,0,english
11159,265-english,E,D,0,english
11160,266-english,E,D,0,english
11161,267-english,E,D,0,english
11162,268-english,E,D,0,english
11163,269-english,E,D,0,english
11164,270-english,D,D,1,english
11165,271-english,E,C,0,english
11166,272-english,C,D,0,english
11167,273-english,B,D,0,english
11168,274-english,C,C,1,english
11169,275-english,D,D,1,english
11170,276-english,E,D,0,english
11171,277-english,B,D,0,english
11172,278-english,C,C,1,english
11173,279-english,C,B,0,english
11174,280-english,E,D,0,english
11175,281-english,D,D,1,english
11176,282-english,B,H,0,english
11177,283-english,E,D,0,english
11178,284-english,C,G,0,english
11179,285-english,B,D,0,english
11180,286-english,C,D,0,english
11181,287-english,C,D,0,english
11182,288-english,B,D,0,english
11183,289-english,A,D,0,english
11184,290-english,D,D,1,english
11185,291-english,A,G,0,english
11186,292-english,A,D,0,english
11187,293-english,B,D,0,english
11188,294-english,A,D,0,english
11189,295-english,A,A,1,english
11190,296-english,B,D,0,english
11191,297-english,A,D,0,english
11192,298-english,E,H,0,english
11193,299-english,A,D,0,english
11194,300-english,C,D,0,english
11195,301-english,E,C,0,english
11196,302-english,C,D,0,english
11197,303-english,C,D,0,english
11198,304-english,C,F,0,english
11199,305-english,E,D,0,english
11200,306-english,E,D,0,english
11201,307-english,B,D,0,english
11202,308-english,B,D,0,english
11203,309-english,C,C,1,english
11204,310-english,C,G,0,english
11205,311-english,B,D,0,english
11206,312-english,B,A,0,english
11207,313-english,B,D,0,english
11208,314-english,E,D,0,english
11209,315-english,D,D,1,english
11210,316-english,A,G,0,english
11211,317-english,E,C,0,english
11212,318-english,B,D,0,english
11213,319-english,A,D,0,english
11214,320-english,C,D,0,english
11215,321-english,B,A,0,english
11216,322-english,C,D,0,english
11217,323-english,D,D,1,english
11218,324-english,E,D,0,english
11219,325-english,A,D,0,english
11220,326-english,A,B,0,english
11221,327-english,C,B,0,english
11222,328-english,E,D,0,english
11223,329-english,A,D,0,english
11224,330-english,A,C,0,english
11225,331-english,E,D,0,english
11226,332-english,D,C,0,english
11227,333-english,D,D,1,english
11228,334-english,A,D,0,english
11229,335-english,B,G,0,english
11230,336-english,A,D,0,english
11231,337-english,E,D,0,english
11232,338-english,C,A,0,english
11233,339-english,E,D,0,english
11234,340-english,C,D,0,english
11235,341-english,A,D,0,english
11236,342-english,D,C,0,english
11237,343-english,C,D,0,english
11238,344-english,E,D,0,english
11239,345-english,E,D,0,english
11240,346-english,E,C,0,english
11241,347-english,C,D,0,english
11242,348-english,A,D,0,english
11243,349-english,E,D,0,english
11244,350-english,B,D,0,english
11245,351-english,D,A,0,english
11246,352-english,C,D,0,english
11247,353-english,B,D,0,english
11248,354-english,C,D,0,english
11249,355-english,B,D,0,english
11250,356-english,A,D,0,english
11251,357-english,B,D,0,english
11252,358-english,A,D,0,english
11253,359-english,B,D,0,english
11254,360-english,A,D,0,english
11255,361-english,E,D,0,english
11256,362-english,E,D,0,english
11257,363-english,D,H,0,english
11258,364-english,A,D,0,english
11259,365-english,A,D,0,english
11260,366-english,D,D,1,english
11261,367-english,E,H,0,english
11262,368-english,B,C,0,english
11263,369-english,D,D,1,english
11264,370-english,C,A,0,english
11265,371-english,E,D,0,english
11266,372-english,E,D,0,english
11267,373-english,A,D,0,english
11268,374-english,C,D,0,english
11269,375-english,C,C,1,english
11270,376-english,A,D,0,english
11271,377-english,B,D,0,english
11272,378-english,D,D,1,english
11273,379-english,E,C,0,english
11274,380-english,E,A,0,english
11275,381-english,D,C,0,english
11276,382-english,A,D,0,english
11277,383-english,A,D,0,english
11278,384-english,B,D,0,english
11279,385-english,A,B,0,english
11280,386-english,C,D,0,english
11281,387-english,E,D,0,english
11282,388-english,A,D,0,english
11283,389-english,D,D,1,english
11284,390-english,B,D,0,english
11285,391-english,D,A,0,english
11286,392-english,E,A,0,english
11287,393-english,B,D,0,english
11288,394-english,C,D,0,english
11289,395-english,C,D,0,english
11290,396-english,E,D,0,english
11291,397-english,B,D,0,english
11292,398-english,A,D,0,english
11293,399-english,A,G,0,english
11294,400-english,A,H,0,english
11295,401-english,A,H,0,english
11296,402-english,D,D,1,english
11297,403-english,D,D,1,english
11298,404-english,C,D,0,english
11299,405-english,A,C,0,english
11300,406-english,B,D,0,english
11301,407-english,B,D,0,english
11302,408-english,C,D,0,english
11303,409-english,B,D,0,english
11304,410-english,B,H,0,english
11305,411-english,E,D,0,english
11306,412-english,C,A,0,english
11307,413-english,D,D,1,english
11308,414-english,E,D,0,english
11309,415-english,A,G,0,english
11310,416-english,B,D,0,english
11311,417-english,E,D,0,english
11312,418-english,E,D,0,english
11313,419-english,D,D,1,english
11314,420-english,D,D,1,english
11315,421-english,C,D,0,english
11316,422-english,E,D,0,english
11317,423-english,A,D,0,english
11318,424-english,B,D,0,english
11319,425-english,D,D,1,english
11320,426-english,B,D,0,english
11321,427-english,A,D,0,english
11322,428-english,C,D,0,english
11323,429-english,E,D,0,english
11324,430-english,D,D,1,english
11325,431-english,D,C,0,english
11326,432-english,E,D,0,english
11327,433-english,A,D,0,english
11328,434-english,C,D,0,english
11329,435-english,E,D,0,english
11330,436-english,A,D,0,english
11331,437-english,B,H,0,english
11332,438-english,D,H,0,english
11333,439-english,D,D,1,english
11334,440-english,C,D,0,english
11335,441-english,E,D,0,english
11336,442-english,A,D,0,english
11337,443-english,B,D,0,english
11338,444-english,C,D,0,english
11339,445-english,C,D,0,english
11340,446-english,E,D,0,english
11341,447-english,E,D,0,english
11342,448-english,C,D,0,english
11343,449-english,C,D,0,english
11344,450-english,D,D,1,english
11345,451-english,E,D,0,english
11346,452-english,E,D,0,english
11347,453-english,E,D,0,english
11348,454-english,D,D,1,english
11349,455-english,E,D,0,english
11350,456-english,E,D,0,english
11351,457-english,B,F,0,english
11352,458-english,A,C,0,english
11353,459-english,C,D,0,english
11354,460-english,D,G,0,english
11355,461-english,E,D,0,english
11356,462-english,C,D,0,english
11357,463-english,C,D,0,english
11358,464-english,C,D,0,english
11359,465-english,B,B,1,english
11360,466-english,B,D,0,english
11361,467-english,C,D,0,english
11362,468-english,B,D,0,english
11363,469-english,E,D,0,english
11364,470-english,E,C,0,english
11365,471-english,D,D,1,english
11366,472-english,A,D,0,english
11367,473-english,B,D,0,english
11368,474-english,B,D,0,english
11369,475-english,D,D,1,english
11370,476-english,B,D,0,english
11371,477-english,B,D,0,english
11372,478-english,C,D,0,english
11373,479-english,D,D,1,english
11374,480-english,D,D,1,english
11375,481-english,E,H,0,english
11376,482-english,B,G,0,english
11377,483-english,B,D,0,english
11378,484-english,B,H,0,english
11379,485-english,C,D,0,english
11380,486-english,A,D,0,english
11381,487-english,E,D,0,english
11382,488-english,C,D,0,english
11383,489-english,D,D,1,english
11384,490-english,D,D,1,english
11385,491-english,A,D,0,english
11386,492-english,D,H,0,english
11387,493-english,B,D,0,english
11388,494-english,D,D,1,english
11389,495-english,A,A,1,english
11390,496-english,D,D,1,english
11391,497-english,E,D,0,english
11392,498-english,E,D,0,english
11393,499-english,C,D,0,english
11394,500-english,E,H,0,english
11395,501-english,E,H,0,english
11396,502-english,C,D,0,english
11397,503-english,C,D,0,english
11398,504-english,D,D,1,english
11399,505-english,B,D,0,english
11400,506-english,E,D,0,english
11401,507-english,B,D,0,english
11402,508-english,A,D,0,english
11403,509-english,A,D,0,english
11404,510-english,C,G,0,english
11405,511-english,D,D,1,english
11406,512-english,E,D,0,english
11407,513-english,A,D,0,english
11408,514-english,C,D,0,english
11409,515-english,C,D,0,english
11410,516-english,B,D,0,english
11411,517-english,E,D,0,english
11412,518-english,B,D,0,english
11413,519-english,E,D,0,english
11414,520-english,C,D,0,english
11415,521-english,C,A,0,english
11416,522-english,E,D,0,english
11417,523-english,A,D,0,english
11418,524-english,B,A,0,english
11419,525-english,C,D,0,english
11420,526-english,C,D,0,english
11421,527-english,A,D,0,english
11422,528-english,D,D,1,english
11423,529-english,C,G,0,english
11424,530-english,C,D,0,english
11425,531-english,E,D,0,english
11426,532-english,B,D,0,english
11427,533-english,E,D,0,english
11428,534-english,A,D,0,english
11429,535-english,D,H,0,english
11430,536-english,E,D,0,english
11431,537-english,A,A,1,english
11432,538-english,D,D,1,english
11433,539-english,B,F,0,english
11434,540-english,C,D,0,english
11435,541-english,D,A,0,english
11436,542-english,B,D,0,english
11437,543-english,D,D,1,english
11438,544-english,D,D,1,english
11439,545-english,A,D,0,english
11440,546-english,A,C,0,english
11441,547-english,A,D,0,english
11442,548-english,E,D,0,english
11443,549-english,D,D,1,english
11444,550-english,C,D,0,english
11445,551-english,E,H,0,english
11446,552-english,A,D,0,english
11447,553-english,C,D,0,english
11448,554-english,C,H,0,english
11449,555-english,B,D,0,english
11450,556-english,C,D,0,english
11451,557-english,A,D,0,english
11452,558-english,C,D,0,english
11453,559-english,B,D,0,english
11454,560-english,E,D,0,english
11455,561-english,D,D,1,english
11456,562-english,D,D,1,english
11457,563-english,B,D,0,english
11458,564-english,B,D,0,english
11459,565-english,A,D,0,english
11460,566-english,C,D,0,english
11461,567-english,C,D,0,english
11462,568-english,B,D,0,english
11463,569-english,E,D,0,english
11464,570-english,D,D,1,english
11465,571-english,B,C,0,english
11466,572-english,B,D,0,english
11467,573-english,D,D,1,english
11468,574-english,B,D,0,english
11469,575-english,A,D,0,english
11470,576-english,B,D,0,english
11471,577-english,C,D,0,english
11472,578-english,D,D,1,english
11473,579-english,B,A,0,english
11474,580-english,E,D,0,english
11475,581-english,E,A,0,english
11476,582-english,E,D,0,english
11477,583-english,D,C,0,english
11478,584-english,C,A,0,english
11479,585-english,E,D,0,english
11480,586-english,E,D,0,english
11481,587-english,C,C,1,english
11482,588-english,D,D,1,english
11483,589-english,D,D,1,english
11484,590-english,E,C,0,english
11485,591-english,E,A,0,english
11486,592-english,A,A,1,english
11487,593-english,C,D,0,english
11488,594-english,E,C,0,english
11489,595-english,A,D,0,english
11490,596-english,A,D,0,english
11491,597-english,A,D,0,english
11492,598-english,E,D,0,english
11493,599-english,E,D,0,english
11494,600-english,A,D,0,english
11495,601-english,D,D,1,english
11496,602-english,D,D,1,english
11497,603-english,A,D,0,english
11498,604-english,D,D,1,english
11499,605-english,D,D,1,english
11500,606-english,B,D,0,english
11501,607-english,D,D,1,english
11502,608-english,E,D,0,english
11503,609-english,B,D,0,english
11504,610-english,B,A,0,english
11505,611-english,D,D,1,english
11506,612-english,A,D,0,english
11507,613-english,B,D,0,english
11508,614-english,C,D,0,english
11509,615-english,E,D,0,english
